"""","legendary in Stealth, Swift Sneak",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",trained in Survival,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",master in Survival,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",legendary in Survival,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",trained in Thievery,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",expert in Thievery,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",master in Thievery,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Constitution 14,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Dexterity 14,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",trained in Lore,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",master in Perception,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",expert in Lore,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",legendary in Lore,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Acute Vision or darkvision,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",animal instinct,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",dragon instinct,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",giant instinct,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",spirit instinct,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Cleave,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Intimidating Glare,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","giant instinct, Giant’s Stature",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Knockback,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",0,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Thrash,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","dragon instinct, Dragon’s Rage Wings",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Share Rage,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",paladin cause,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",liberator cause,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",redeemer cause,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",tenets of good,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",devotion spell (lay on hands),""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",divine ally (steed),""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","devotion spells, tenets of good",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","divine ally (shield), tenets of good",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","divine ally (blade), tenets of good",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Deity's Domain,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Mercy,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",divine ally,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",devotion spells,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","divine ally (steed), Loyal Warhorse",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",divine ally (blade),""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","champion’s reaction, divine ally (shield), tenets of good, Shield Warden",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Fiendsbane Oath,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Shining Oath,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","exalt, Vengeful Oath",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Dragonslayer Oath,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","divine ally (steed), Imposing Destrier",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Shield Warden,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","divine ally (steed), tenets of good",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","divine ally (blade), Radiant Blade Spirit",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",divine ally (shield),""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",a familiar,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",bloodline that grants arcane spells,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",bloodline that grants divine spells,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",bloodline that grants occult spells,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",bloodline that grants primal spells,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",bloodline spell,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",dispel magic in your spell repertoire,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Counterspell,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Arcane Evolution or Occult Evolution,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Divine Evolution or Primal Evolution,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Bloodline Focus,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Crossblooded Evolution,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",bloodline paragon,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","legendary in Society, Multilingual",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Ki Strike,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Flurry of Blows,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",ki spells,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","incredible movement, ki spells",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Crane Stance,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Dragon Stance,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Mountain Stance,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Tiger Stance,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Wolf Stance,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Deflect Arrow,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Ironblood Stance,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Mountain Stronghold,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Tangled Forest Stance,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Stance Savant,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Wild Winds Initiate,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Meditative Focus,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",at least two stances,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Monster Hunter,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",an animal companion,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","expert in Crafting, Snare Crafting",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Animal Companion,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","expert in Crafting, Snare Specialist",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","expert in Survival, Experienced Tracker",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",weapon specialization,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","master in Crafting, Snare Specialist",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","master in Survival, Favored Terrain",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Mature Animal Companion,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","master in Nature, Monster Hunter",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","master in Crafting, Quick Snares, Snare Specialist",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Double Prey, Warden’s Boon",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","an animal companion, Camouflage",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Hunter’s Aim,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Distracting Shot,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Twin Riposte,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","legendary in Nature, Master Monster Hunter",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Incredible Companion,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Snare Specialist,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","hunter’s edge, masterful hunter",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","masterful hunter, Animal Companion",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Camouflage,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","masterful hunter, legendary in Perception, Far Shot",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Shared Prey,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",wild stride,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",universalist wizard,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","arcane bond, arcane school",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Conceal Spell,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",arcane school,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",arcane bond,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","universalist wizard, Hand of the Apprentice",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Counterspell, Quick Recognition",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",archwizard’s spellcraft,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Strength 14, Charisma 14",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Champion Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Devotion,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Champion Dedication, class granting no more Hit Points per level than 8 + your Constitution modifier",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Champion Dedication, expert in unarmored defense or one or more types of armor",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Wisdom 14,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Druid Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Druid Spellcasting,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Wilding,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Basic Druid Spellcasting, master in Nature",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Expert Druid Spellcasting, legendary in Nature",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Charisma 14,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Bard Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Muse’s Whispers,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Bard Spellcasting,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Basic Bard Spellcasting, master in Occultism",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Expert Bard Spellcasting, legendary in Occultism",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Strength 14, Dexterity 14",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Fighter Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Fighter Dedication, expert in any kind of weapon or unarmed attack",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Maneuver,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Fighter Dedication, class granting no more Hit Points per level than 8 + your Constitution modifier",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Monk Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Monk Dedication, class granting no more Hit Points per level than 8 + your Constitution modifier",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Kata,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Monk Dedication, expert in at least one saving throw",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Ranger Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Ranger Dedication, class granting no more Hit Points per level than 8 + your Constitution modifier",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Ranger Dedication, expert in Perception",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Hunter’s Trick,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Strength 14, Constitution 14",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Barbarian Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Barbarian Dedication, class granting no more Hit Points per level than 10 + your Constitution modifier",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Barbarian Dedication, expert in Fortitude saves",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Fury,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",ruffian racket,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",scoundrel racket,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",thief racket,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Poison Weapon,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Nimble Dodge,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",sneak attack,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","thief racket, Debilitating Strike",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","scoundrel racket, Debilitating Strike",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","ruffian racket, Debilitating Strike",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Debilitating Strike,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",legendary in Deception,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",legendary in Acrobatics,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","legendary in Acrobatics, Quick Squeeze",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",legendary in Stealth,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Sly Striker,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","legendary in Deception, Perfect Distraction",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Rogue Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Rogue Dedication, expert in Reflex saves",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Trickery,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Rogue Dedication, trained in at least one skill and expert in at least one skill",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Intelligence 14,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Wizard Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Arcana,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Wizard Spellcasting,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Basic Wizard Spellcasting, master in Arcana",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Expert Wizard Spellcasting, legendary in Arcana",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Cleric Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Dogma,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Basic Cleric Spellcasting, master in Religion",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Cleric Spellcasting,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Expert Cleric Spellcasting, legendary in Religion",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",low-light vision,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",paddler shoony,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Improvisational Defender,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Scamper Underfoot,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Dig Quickly,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Handy with Your Paws,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Loyal Empath,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",leaf leshy heritage or Cat Fall skill feat,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Leshy Superstition,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",You have a swim Speed.,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Sharp Fangs,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",cliffscale lizardfolk,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Tail Whip,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",wetlander lizardfolk,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Iruxi Unarmed Cunning,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Calculated Splash,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Debilitating Bomb,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Powerful Alchemy,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Far Lobber,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Merciful Elixir,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Greater Debilitating Bomb,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Extend Elixir,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Expanded Splash,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Alchemist Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Alchemist Dedication, expert in Crafting",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Concoction,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Expert Alchemy, master in Crafting",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",animal order,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",leaf order,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",storm order,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",wild order,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Strength 14, Wild Shape",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Order Explorer,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Wild Shape,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","storm order, tempest surge order spell",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",leaf order or Wild Shape,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Soaring Shape,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Green Empathy,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Call of the Wild,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Form Control, Strength 18",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Wind Caller,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Primal Focus,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Dragon Shape, Wild Shape",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",expert in Survival,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",ability to select ancestry feats from multiple ancestries,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Charisma 14, expert in Stealth and Survival, member of the Bellflower Network",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Bellflower Tiller Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Bellflower Tiller Dedication, expert in a melee weapon",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",enigma muse,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",polymath muse,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",maestro muse,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","polymath muse, master in Occultism",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Esoteric Polymath,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","enigma muse, legendary in Occultism",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","trained in Arcana, Nature, or Religion; Esoteric Polymath",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",magnum opus,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Harmonize,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",trained in all martial weapons,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Hobgoblin Weapon Familiarity,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Formation Training,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",trained in Elven Lore or Society,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Crystal Keeper Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",worshipper of Droskar,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",member of the Zephyr Guard,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Zephyr Guard Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Zephyr Guard Dedication, trained in Athletics",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Zephyr Guard Dedication, expert in Perception",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Zephyr Guard Dedication, trained in Intimidation",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Improved Poison Weapon,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Emblazon Armament,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",focus pool,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","attack of opportunity, Lunge",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Aggressive Block or Brutish Shove,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Power Attack,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",shield block,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Double Shot,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Dueling Parry,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","shield block, Reactive Shield",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Knockdown,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Dueling Riposte,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Double Slice,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Reflexive Shield,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Triple Shot,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Twin Parry,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Sorcerer Dedication,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Blood Potency,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Basic Sorcerer Spellcasting,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Basic Sorcerer Spellcasting; master in Arcana, Nature, Occultism, or Religion, depending on bloodline",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""","Expert Sorcerer Spellcasting; legendary in Arcana, Nature, Occultism, or Religion, depending on bloodline",""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",fangs unarmed attack,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",trained in Occultism,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Angelkin,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Lawbringer,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Musetouched,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",any aasimar lineage feat,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Celestial Wings,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Catfolk Weapon Familiarity,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",Cat's Luck,""" => new PrerequisiteModel { Type = """", Properties = """" },"
"""",claw unarmed attack,""" => new PrerequisiteModel { Type = """", Properties = """" },"
